Kateg¢riaazonos°t¢;Kateg¢ria;ID;MegnevezÇs;MegnevezÇs a nyugt†n;Cikksz†m;Vonalk¢d;Elad†si †r, Ft;BeszerzÇsi †r, Ft;MÇrÇsi egysÇg ÇrtÇkes°tÇskor;MÇrtÇkegysÇg felhaszn†l†skor;Felhaszn†lhat¢ menyisÇgi egysÇg (KiszerelÇs);Nett¢ tîmeg, g.;Brutt¢ tîmeg, g.;Kritikus mennyisÇg;Kiv†nt mennyisÇg;MegjegyzÇs
289884;Ep°tã zselÇ;6936968;ZselÇ - MEGA WHITE GEL 15gr;;;5,99906E+12;5070;3900;db.;g.;15;0;0;0;0;
289884;Ep°tã zselÇ;6936969;ZselÇ - MEGA WHITE GEL 15ml £j;;;5,99955E+12;3757;2890;db.;ml;15;0;0;0;0;
289884;Ep°tã zselÇ;6936970;ZselÇ - MEGA WHITE GEL 4ml;;;5,99906E+12;2730;2100;db.;ml;4;0;0;0;0;
289884;Ep°tã zselÇ;6936971;ZselÇ - MEGA WHITE GEL 5gr;;;5,99906E+12;2587;1990;db.;g.;5;0;0;0;0;
289884;Ep°tã zselÇ;6936972;ZselÇ - No Cleanse Top S. 15ml;;;5,99906E+12;5187;3990;db.;ml;15;0;0;0;0;
289884;Ep°tã zselÇ;6936973;ZselÇ - No Cleanse Top S. 4ml;;;5,99906E+12;2977;2290;db.;ml;4;0;0;0;0;
289884;Ep°tã zselÇ;6936974;ZselÇ - Perfect AcrylGel - Clear - 15gr;;;5,99906E+12;5187;3990;db.;g.;15;0;0;0;0;
289884;Ep°tã zselÇ;6936975;ZselÇ - Perfect AcrylGel - Cover - 15gr;;;5,99906E+12;5187;3990;db.;g.;15;0;0;0;0;
289884;Ep°tã zselÇ;6936976;ZselÇ - Perfect AcrylGel - Pink - 15gr;;;5,99906E+12;5187;3990;db.;g.;15;0;0;0;0;
289884;Ep°tã zselÇ;6936977;ZselÇ - Perfect AcrylGel - White - 15gr;;;5,99906E+12;5187;3990;db.;g.;15;0;0;0;0;
289884;Ep°tã zselÇ;6936978;ZselÇ - Pink Babe gel 15gr;;;5,99906E+12;5187;3990;db.;g.;15;0;0;0;0;
289884;Ep°tã zselÇ;6936979;ZselÇ - Pink Babe gel 30gr;;;5,99906E+12;9087;6990;db.;g.;30;0;0;0;0;
289884;Ep°tã zselÇ;6936980;ZselÇ - Pink Babe gel 50gr;;;5,99906E+12;13637;10490;db.;g.;50;0;0;0;0;
289884;Ep°tã zselÇ;6936981;ZselÇ - PLATINUM GEL 15gr;;;5,99906E+12;4875;3750;db.;g.;15;0;0;0;0;
289884;Ep°tã zselÇ;6936982;ZselÇ - PLATINUM GEL 30gr;;;5,99906E+12;7657;5890;db.;g.;30;0;0;0;0;
289884;Ep°tã zselÇ;6936983;ZselÇ - PLATINUM GEL 50gr;;;5,99906E+12;10907;8390;db.;g.;50;0;0;0;0;
289884;Ep°tã zselÇ;6936984;ZselÇ - PLATINUM GEL 5gr;;;5,99906E+12;3055;2350;db.;g.;5;0;0;0;0;
289884;Ep°tã zselÇ;6936985;ZselÇ - PRêMIUM GEL 15gr;;;5,99906E+12;4927;3790;db.;g.;15;0;0;0;0;
289884;Ep°tã zselÇ;6936986;ZselÇ - PRêMIUM GEL 30gr;;;5,99906E+12;7787;5990;db.;g.;30;0;0;0;0;
289884;Ep°tã zselÇ;6936987;ZselÇ - PRêMIUM GEL 50gr;;;5,99906E+12;11687;8990;db.;g.;50;0;0;0;0;
289884;Ep°tã zselÇ;6936988;ZselÇ - PRêMIUM GEL 5gr;;;5,99906E+12;2899;2230;db.;g.;5;0;0;0;0;
289884;Ep°tã zselÇ;6936989;ZselÇ - TOP GEL SH.Gold 15ml;;;5,99906E+12;4537;3490;db.;ml;15;0;0;0;0;
289884;Ep°tã zselÇ;6936990;ZselÇ - TOP GEL SH.Silver 15ml;;;5,99906E+12;4537;3490;db.;ml;15;0;0;0;0;
289884;Ep°tã zselÇ;6936991;ZselÇ - Top Gel £j 15ml;;;5,99955E+12;4225;3250;db.;ml;15;0;0;0;0;
289884;Ep°tã zselÇ;6936992;ZselÇ - White babe gel 15gr;;;5,99906E+12;3835;2950;db.;g.;15;0;0;0;0;
289884;Ep°tã zselÇ;6936993;ZselÇ - White babe gel 30gr;;;5,99906E+12;5954;4580;db.;g.;30;0;0;0;0;
289884;Ep°tã zselÇ;6936994;ZselÇ- Color Top Cover 15ml;;;5,99906E+12;4407;3390;db.;ml;15;0;0;0;0;
289884;Ep°tã zselÇ;6936995;ZselÇ- Color Top Cover 4ml;;;5,99906E+12;2587;1990;db.;ml;4;0;0;0;0;
289884;Ep°tã zselÇ;6936996;ZselÇ- Color Top Pearl 15ml;;;5,99906E+12;4407;3390;db.;ml;15;0;0;0;0;
289884;Ep°tã zselÇ;6936997;ZselÇ- Color Top Pearl 4ml;;;5,99906E+12;2587;1990;db.;ml;4;0;0;0;0;
289884;Ep°tã zselÇ;6936998;ZselÇ- Color Top Pink 15ml;;;5,99906E+12;4407;3390;db.;ml;15;0;0;0;0;
289884;Ep°tã zselÇ;6936999;ZselÇ- Color Top Pink 4ml;;;5,99906E+12;2587;1990;db.;ml;4;0;0;0;0;
289909;Kozmetika egyÇb;7013996;LÇzerizz¢;;;;200;100;db.;egys.;5000;0;0;0;0;
289930;Pedik˚r;7110102;Braun pedik˚r penge #20;;PNBB520;;0;59;db.;db.;1;0;0;0;0;
289930;Pedik˚r;7110115;Braun pedik˚r penge #15;;PNBB515;;0;59;db.;db.;1;0;0;0;0;
289916;LacGel Plus;7110144;LacGel+ 8ml #91;;PNZNY8091;;2587;1990;db.;mm;8;0;0;0;0;
289886;Eszkîzîk;7111178;Mani. narancsfa p†lca;;;;0;40;db.;db.;1;0;0;0;0;
289909;Kozmetika egyÇb;7111443;R†ncfeltîltã ultrahang gÇl 500 ml;;;;2197;1690;db.;ml;500;0;0;0;0;
289901;Indola HajfestÇk;7113385;Indola hajfestÇk: IND PCC 7.20;;;;2145;1650;db.;g.;60;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;7151447;FlabÇlos 10 perc 10 alkalom;FlabÇlos 10 perc 10 alkalom;;;2550;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;7151457;FlabÇlos 20 perc 10 alkalom;FlabÇlos 20 perc 10 alkalom;;;4750;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;7151479;Infraszauna 20 perc bÇrlet 5+1 alkalom;Infraszauna 20 perc bÇrlet 5+1 alkalom;;;4410;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;7151488;Infraszauna 30 perc bÇrlet 5+1 alkalom;Infraszauna 30 perc bÇrlet 5+1 alkalom;;;6620;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;7151498;Infraszauna 40 perc bÇrlet 5+1 alkalom;Infraszauna 40 perc bÇrlet 5+1 alkalom;;;8820;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;7151506;Kondi 10 alkalmas bÇrlet;Kondi 10 alkalmas bÇrlet;;;4640;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;7151515;Kondi korl†tlan bÇrlet;Kondi korl†tlan bÇrlet;;;6380;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;7151532;SzemÇlyi edzÇs havi 8 alkalom bÇrlet di†k;SzemÇlyi edzÇs havi 8 alkalom bÇrlet di†k;;;0;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;7151546;Fitness korl†tlan+FlabÇlos korl†tlan;Fitness korl†tlan+FlabÇlos korl†tlan;;;9100;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;7151554;FlabÇlos korl†tlan bÇrlet;FlabÇlos korl†tlan bÇrlet;;;5300;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;7155250;Gy¢gytorna 8 alkalom;Gy¢gytorna 8 alkalom;;;10590;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;7155296;J¢ga 8 alkalom;J¢ga 8 alkalom;;;11200;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;7155345;NE ADD EL!! Kondi fitness 8 alkalom M†rk;NE ADD EL!! Kondi fitness 8 alkalom M†rk;;;10590;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;7155387;Zs°rÇgetã kondi 8 alkalom;Zs°rÇgetã kondi 8 alkalom;;;11200;0;db.;db.;1;0;0;0;0;
289909;Kozmetika egyÇb;7182773;FogfehÇr°tã kÇszlet;;;;7500;7500;db.;db.;1;0;0;0;0;
289930;Pedik˚r;7189588;Sarokreszelã - classic;;PNPE020;5,99906E+12;590;395;db.;db.;1;0;0;0;0;
289903;Irodaszer;7235768;FÇnym†sol¢pap°r;;;;0;1300;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;7249031;Nãi kondi 8 alkalom;Nãi kondi 8 alkalom;;;6180;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;7249038;Kondi bÇrlet 8 alkalom;FÇrfi kondi 8 alkalom;;;6100;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;7249045;Funkcion†lis trÇning 10 alkalom;Funkcion†lis trÇning 10 alkalom;;;19850;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;7249065;P†ros szemÇlyi edzÇs 8+1 alkalom M†rkn†l;P†ros szemÇlyi edzÇs 8+1 alkalom M†rkn†l;;;33600;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;7249068;P†ros szemÇlyi edzÇs 16+2 alkalom M†rkn†l;P†ros szemÇlyi edzÇs 16+2 alkalom M†rkn†l;;;67200;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;7249076;P†ros szemÇlyi edzÇs 20+3 alkalom M†rk;P†ros szemÇlyi edzÇs 20+3 alkalom M†rk;;;84000;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;7249123;Infraszauna bÇrlet 10 alkalom;Infraszauna bÇrlet 10 alkalom;;;11030;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;7249174;Korl†tlan fÇrfi kondi bÇrlet DSE (30 napos);Korl†tlan fÇrfi kondi bÇrlet DSE (30 napos);;;6510;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;7249187;Fut¢pad 12 alkalmas bÇrlet;Fut¢pad 12 alkalmas bÇrlet;;;6620;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;7249191;Korl†tlan fut¢pad bÇrlet (30 napos);Korl†tlan fut¢pad bÇrlet (30 napos);;;7720;0;db.;db.;1;0;0;0;0;
289885;Essensity hajfestÇk;7251740;Essensity hajfestÇk: Essensity tart¢s hajfestÇk   6-60;;;;3878;2983;db.;ml;60;0;0;0;0;
289909;Kozmetika egyÇb;7257249;Testf£j¢ folyadÇk;;;;30170;20115;db.;ml;1000;0;0;0;0;
289921;Massz†zs KrÇm / eszkîzîk;7257261;Citrom-Kîrîmvir†g Massz†zsolaj 1000 ml;;;;0;3680;db.;ml;1000;0;0;0;0;
289906;EgyÇb;7276208;Serical Latte Tejproteines Hajpakol†s 1000ml;Serical Latte Tejproteines Hajpakol†s 1000ml;;;0;935;db.;mm;1000;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;7276210;NE ADD EL! SzemÇlyi edzÇs havi 8 alkalom bÇrlet;SzemÇlyi edzÇs havi 8 alkalom bÇrlet;;;0;0;db.;db.;1;0;0;0;0;
289906;EgyÇb;7325798;Chromwell fÇs˚ ionic;;03030600302001030;6,93185E+12;0;275;db.;db.;1;0;0;0;0;
289906;EgyÇb;7325810;Chromwell fÇs˚ carbon;;03030600302001046;6,93185E+12;0;455;db.;db.;1;0;0;0;0;
289906;EgyÇb;7332705;Kontyal†tÇt kerek fekete;;03030703903107011;4,01619E+12;0;1941;db.;db.;1;0;0;0;0;
289880;Dermaroller;7405935;Dermaroller fejek 2.5;;;;3250;2500;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;7593635;Korl†tlan nãi kondi;Korl†tlan nãi kondi;;;8370;0;db.;db.;1;0;0;0;0;
289906;EgyÇb;7733263;Stella Gy¢gynîvÇnyes sampon 5 liter;;;;0;3599;db.;ml;5000;0;0;0;0;
289895;Hajhosszabb°t†s;7864441;Mikrogy˚r˚ vil†gosbarna 100 db;;;;0;1810;dbz.;db.;100;0;0;0;0;
289883;Enzymotherapy;8056269;Enzymotherapy Hajvasal¢;;;;62400;41600;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;8266461;Body Art 8 alkalom;Body Art 8 alkalom;;;13600;0;db.;db.;1;0;0;0;0;
289895;Hajhosszabb°t†s;8460931;Hajhosszabb°t†s: krist†lykeratin;;;;975;650;csom.;db.;100;0;0;0;0;
289912;Kozmetikai ruh†zat;8555025;Pap°rtîrîlkîzã 40*70 cm 100 db;;;;0;3288;db.;db.;1;0;0;0;0;
289912;Kozmetikai ruh†zat;8555058;Pap°rtîrîlkîzã 40*50 50 db;;;;0;1376;db.;db.;1;0;0;0;0;
289921;Massz†zs KrÇm / eszkîzîk;8806473;Massz†zs-Eszkîzîk: FellÇpã-fehÇr;;;;2535;1690;db.;db.;1;0;0;0;0;
289922;Massz†zs textilia;8806497;FÅrdãlepedã 70x140 cm;;;;1785;1190;db.;db.;1;0;0;0;0;
289922;Massz†zs textilia;8806526;Tîrîlkîzã 50x100 cm;;;;893;595;db.;db.;1;0;0;0;0;
289906;EgyÇb;8834245;Elegance - Venus Shaving Gel borotv†lkoz¢ gÇl;;;;7335;4890;db.;db.;1;0;0;0;0;
289907;KellÇk;8885875;Nyakpap°r;;;;2210;1473;db.;tekercs;1;0;0;0;0;
289906;EgyÇb;9060175;Alfaparf Mel°rf¢lia (50m hossz£);;;;2235;1490;db.;p;50;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;9147770;Korl†tlan Çves bÇrlet;Korl†tlan Çves bÇrlet;;;121280;0;db.;db.;1;0;0;0;0;
289930;Pedik˚r;9288619;Regeneration Gel 500 ml;;;;2148;1432;db.;ml;500;0;0;0;0;
289930;Pedik˚r;9288634;L†b†pol¢ pedizselÇ citrus Çs menta 500 ml;;;;2990;1790;db.;ml;500;0;0;0;0;
289887;Eszkîzîk;9389112;Cukorpaszt†s doboz;;;;1;1;db.;db.;1;0;0;0;0;
289906;EgyÇb;9389865;Selective Shiny'On Gloss Spray ;;;;7200;4800;db.;ml;150;0;0;0;0;
289887;Eszkîzîk;9496377;Cukorpaszt†s doboztetã;;;;1;1;db.;db.;1;0;0;0;0;
289881;D°sz°tÇs;9538575;Zodiac SS3;;;;5475;3650;csom.;db.;1440;0;0;0;0;
289881;D°sz°tÇs;9538600;Zodiac SS5;;;;5475;3650;csom.;db.;1440;0;0;0;0;
289881;D°sz°tÇs;9538771;SS5 AB Crystal strasszkã 100 db;;;;975;650;csom.;db.;100;0;0;0;0;
289930;Pedik˚r;9709515;Csiszol¢ gy˚r˚ 80 5 db-os;;;;368;290;csom.;db.;5;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;9883472;Havi korl†tlan kondi bÇrlet;Havi korl†tlan fÇrfi kondi bÇrlet;;;9000;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;9883505;êves korl†tlan fÇrfi kondi bÇrlet;êves korl†tlan fÇrfi kondi bÇrlet;;;76070;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;9883548;êves korl†tlan fut¢pad bÇrlet;êves korl†tlan fut¢pad bÇrlet;;;88190;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;9883611;Havi korl†tlan nãi kondi bÇrlet (fut¢pad haszn†lattal);Havi korl†tlan nãi kondi bÇrlet (fut¢pad haszn†lattal);;;8370;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;9883644;Havi korl†tlan fut¢pad + kondi bÇrlet;Havi korl†tlan fut¢pad + kondi bÇrlet;;;11020;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;9883659;êves korl†tlan fut¢pad + kondi bÇrlet;êves korl†tlan fut¢pad + kondi bÇrlet;;;110150;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;9954014;Vas†rnapi belÇpã bÇrlet 10 alkalmas;Vas†rnapi belÇpã bÇrlet 10 alkalmas;;;9920;0;db.;db.;1;0;0;0;0;
289915;LacGel;9982601; LacGel 15ml #127;;;;0;2990;db.;ml;15;0;0;0;0;
289915;LacGel;9982602; LacGel 15ml #132;;;;0;2990;db.;ml;15;0;0;0;0;
289915;LacGel;9982603; LacGel 15ml #135;;;;0;2990;db.;ml;15;0;0;0;0;
289906;EgyÇb;9982609;Evolution 5.66;;;;2865;1909;db.;ml;60;0;0;0;0;
289906;EgyÇb;9982610;Evolution 6.66;;;;2865;1909;db.;ml;60;0;0;0;0;
289870;Alap-Çs fedãlakkok, fedãfÇnyek;9982611;Extreme Gloss Top gel 15 ml;;;;0;3990;db.;ml;15;0;0;0;0;
289906;EgyÇb;9982648;Kallos balzsam;;;;0;855;db.;db.;1;0;0;0;0;
289906;EgyÇb;9982665;Subrina festÇkelt†vol°t¢ kendã;;;;0;2460;db.;db.;1;0;0;0;0;
289881;D°sz°tÇs;9982666;Sz¢r¢gyîngy;;;;0;480;db.;db.;1;0;0;0;0;
289881;D°sz°tÇs;9982667;Sz¢r¢gyîngy;;;;0;480;db.;db.;1;0;0;0;0;
289906;EgyÇb;9982670;Yellow 1;;;;1500;1000;db.;ml;100;0;0;0;0;
289906;EgyÇb;9982671;Yellow 9.21;;;;1500;1000;db.;ml;100;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;10105773;Kismama massz†zs (30perc) (6+1) 3 h¢nap;Kismama massz†zs (30perc) (6+1) 3 h¢nap;;;33540;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;10105805;Nyirokmassz†zs (45perc) (6+1) 7 h¢nap;Nyirokmassz†zs (45perc) (6+1) 7 h¢nap;;;39540;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;10105952;V†kuum massz†zs (40perc) (6+1) 3 h¢nap;V†kuum massz†zs (40perc) (6+1) 3 h¢nap;;;41940;0;db.;db.;1;0;0;0;0;
289892;Gyanta, cukorpaszta;10244900;Gyantapatron levendul†s;;;;285;189;db.;ml;100;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;10272498;TRX bÇrlet 9+1;TRX bÇrlet 9+1;;;17870;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;10498507;Beauty Box Pearl JANUµR;Beauty Box pearl JANUµR;;;2990;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;10498519;Beauty Box Pearl FEBRUµR;Beauty Box Pearl FEBRUµR;;;2990;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;10498537;Beauty Box Pearl MµRCIUS;Beauty Box Pearl MµRCIUS;;;2990;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;10498548;Beauty Box Pearl µPRILIS;Beauty Box Pearl µPRILIS;;;2990;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;10498564;Beauty Box Pearl MµJUS;Beauty Box Pearl MµJUS;;;2990;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;10498587;Beauty Box Pearl JÈNIUS;Beauty Box Pearl JÈNIUS;;;2990;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;10498602;Beauty Box Pearl JÈLIUS;Beauty Box Pearl JÈLIUS;;;2990;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;10498621;Beauty Box Pearl AUGUSZTUS;Beauty Box Pearl AUGUSZTUS;;;2990;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;10498670;Beauty Box Pearl SZEPTEMBER;Beauty Box Pearl SZEPTEMBER;;;2990;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;10498689;Beauty Box Pearl OKT‡BER;Beauty Box Pearl OKT‡BER;;;2990;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;10498698;Beauty Box Pearl NOVEMBER;Beauty Box Pearl NOVEMBER;;;2990;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;10498715;Beauty Box Pearl DECEMBER;Beauty Box Pearl DECEMBER;;;2990;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;10498733;Beauty Box Gold JANUµR;Beauty Box Gold JANUµR;;;5990;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;10498748;Beauty Box Gold FEBRUµR;Beauty Box Gold FEBRUµR;;;5990;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;10498769;Beauty Box Gold MµRCIUS;Beauty Box Gold MµRCIUS;;;5990;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;10498789;Beauty Box Gold µPRILIS;Beauty Box Gold µPRILIS;;;5990;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;10498803;Beauty Box Gold MµJUS;Beauty Box Gold MµJUS;;;5990;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;10498818;Beauty Box Gold JÈNIUS;Beauty Box Gold JÈNIUS;;;5990;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;10498834;Beauty Box Gold JÈLIUS;Beauty Box Gold JÈLIUS;;;5990;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;10498843;Beauty Box Gold AUGUSZTUS;Beauty Box Gold AUGUSZTUS;;;5990;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;10498873;Beauty Box Gold SZEPTEMBER;Beauty Box Gold SZEPTEMBER;;;5990;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;10498933;Beauty Box Gold OKT‡BER;Beauty Box Gold OKT‡BER;;;5990;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;10498956;Beauty Box Gold NOVEMBER;Beauty Box Gold NOVEMBER;;;5990;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;10498974;Beauty Box Gold DECEMBER;Beauty Box Gold DECEMBER;;;5990;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;10619520;Aj†ndÇk bÇrlet (1+1 akci¢) fut¢pad;Aj†ndÇk bÇrlet (1+1 akci¢) fut¢pad;;;0;0;db.;db.;1;0;0;0;0;
289881;D°sz°tÇs;10659300;Strassz - SW. SS8 Crystal;;;;2250;1500;dbz.;db.;25;0;0;0;0;
289900;Indola;10663342;Indola Innova Root Activating Shampoo 300 ml;;;;3675;2450;db.;mm;300;0;0;0;0;
289900;Indola;10821280;Indola Dry SHP Foam - Sz†raz hab sampon 100 ml;;;;1695;1130;db.;ml;100;0;0;0;0;
289900;Indola;10821281;Indola Dry SHP Foam - Sz†raz hab sampon 300 ml;;;;3427;2285;db.;ml;300;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;10854361;H†t IPL Tart¢s szãrtelen°tÇs (5+1) 11 h¢nap;H†t IPL Tart¢s szãrtelen°tÇs (5+1) 11 h¢nap;;;133450;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;10854625;Teljes test IPL Tart¢s szãrtelen°tÇs (fazon, vÇgig l†b, h¢nalj, kar, bajusz) (5+1) 11 h¢nap;Teljes test IPL Tart¢s szãrtelen°tÇs (fazon, vÇgig l†b, h¢nalj, kar, bajusz) (5+1) 15 h¢nap;;;532450;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;10899839;Kar IPL Tart¢s szãrtelen°tÇs (5+1) 11 h¢nap;Kar IPL Tart¢s szãrtelen°tÇs (5+1) 11 h¢nap;;;99950;0;db.;db.;1;0;0;0;0;
289888;Fertãtlen°tÇs;11199922;Penta Sept kÇzfertãtlen°tã foly.szappan;;;;19500;13000;db.;L.;5;0;0;0;0;
289907;KellÇk;11367485;öres flakon (oxigenta) 100ml;;;;80;40;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;11381481;Back to life (big);Back to life (big);;;15990;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;11381501;Back to life (small);Back to life (small);;;9490;0;db.;db.;1;0;0;0;0;
289875;BÇrletek özletl†nc Kleop†tra SzÇpsÇgszalonok;11381516;Luxory life;Luxory life;;;29990;0;db.;db.;1;0;0;0;0;
289906;EgyÇb;11909602;Longbeauty Germs (tîredezett hajra)  Pakol†s;;;;3000;2000;db.;ml;1000;0;0;0;0;
289906;EgyÇb;11909603;Longbeauty Linseed (sz†raz, sÇrÅlt haj) Sampon;;;;3000;2000;db.;ml;1000;0;0;0;0;
289906;EgyÇb;11909604;Longbeauty Post (after color) Sampon;;;;3150;2100;db.;ml;1000;0;0;0;0;
289906;EgyÇb;11909605;Longbeauty Yogurt (sz†raz hajra) Pakol†s;;;;3000;2000;db.;ml;1000;0;0;0;0;
